lemme,cgram,genre,nombre,freqfilms2,freqlivres,overall_freq
hypnotiquement,ADV,,,0.0,0.14,0.14
illusoirement,ADV,,,0.0,0.14,0.14
imaginairement,ADV,,,0.0,0.14,0.14
impassiblement,ADV,,,0.0,0.14,0.14
in cauda venenum,ADV,,,0.0,0.14,0.14
incommensurablement,ADV,,,0.0,0.14,0.14
indéfinissablement,ADV,,,0.0,0.14,0.14
inflexiblement,ADV,,,0.0,0.14,0.14
insondablement,ADV,,,0.0,0.14,0.14
inséparablement,ADV,,,0.0,0.14,0.14
intrépidement,ADV,,,0.0,0.14,0.14
invraisemblablement,ADV,,,0.0,0.14,0.14
irréparablement,ADV,,,0.0,0.14,0.14
irrévérencieusement,ADV,,,0.0,0.14,0.14
lanlaire,ADV,,,0.0,0.14,0.14
louablement,ADV,,,0.14,0.0,0.14
là-devant,ADV,,,0.0,0.14,0.14
matinalement,ADV,,,0.0,0.14,0.14
mesquinement,ADV,,,0.0,0.14,0.14
mignonnement,ADV,,,0.0,0.14,0.14
moitié-moitié,ADV,,,0.0,0.14,0.14
mondainement,ADV,,,0.0,0.14,0.14
nationalement,ADV,,,0.0,0.14,0.14
ne varietur,ADV,,,0.0,0.14,0.14
obligado,ADV,,,0.0,0.14,0.14
originairement,ADV,,,0.0,0.14,0.14
ostentatoirement,ADV,,,0.0,0.14,0.14
parodiquement,ADV,,,0.0,0.14,0.14
perversement,ADV,,,0.0,0.14,0.14
pipo,ADV,,,0.0,0.14,0.14
poussivement,ADV,,,0.0,0.14,0.14
puisque,ADV,,,0.0,0.14,0.14
pédestrement,ADV,,,0.0,0.14,0.14
quiètement,ADV,,,0.0,0.14,0.14
raidement,ADV,,,0.0,0.14,0.14
rigidement,ADV,,,0.0,0.14,0.14
robustement,ADV,,,0.0,0.14,0.14
savoureusement,ADV,,,0.0,0.14,0.14
secondement,ADV,,,0.0,0.14,0.14
souventefois,ADV,,,0.0,0.14,0.14
séculairement,ADV,,,0.0,0.14,0.14
tactilement,ADV,,,0.0,0.14,0.14
temporellement,ADV,,,0.0,0.14,0.14
tendancieusement,ADV,,,0.0,0.14,0.14
tièdement,ADV,,,0.0,0.14,0.14
topographiquement,ADV,,,0.0,0.14,0.14
vilement,ADV,,,0.14,0.0,0.14
à_tire-larigot,ADV,,,0.0,0.14,0.14
à_touche-touche,ADV,,,0.0,0.14,0.14
âcrement,ADV,,,0.0,0.14,0.14
électivement,ADV,,,0.0,0.14,0.14
contractuellement,ADV,,,0.13,0.0,0.13
incorrectement,ADV,,,0.06,0.07,0.13
magnétiquement,ADV,,,0.13,0.0,0.13
psychiquement,ADV,,,0.13,0.0,0.13
onto,ADV,,,0.05,0.07,0.12
majoritairement,ADV,,,0.12,0.0,0.12
sino,ADV,,,0.12,0.0,0.12
a capella,ADV,,,0.04,0.07,0.11
a cappella,ADV,,,0.04,0.07,0.11
chic,ADV,,,0.04,0.07,0.11
cérébralement,ADV,,,0.04,0.07,0.11
imprévisiblement,ADV,,,0.11,0.0,0.11
pile,ADV,,,0.11,0.0,0.11
bienveillamment,ADV,,,0.1,0.0,0.1
constitutionnellement,ADV,,,0.03,0.07,0.1
n'est-ce pas,ADV,,,0.1,0.0,0.1
phonétiquement,ADV,,,0.03,0.07,0.1
pénalement,ADV,,,0.03,0.07,0.1
quantitativement,ADV,,,0.1,0.0,0.1
sic transit gloria mundi,ADV,,,0.03,0.07,0.1
usuellement,ADV,,,0.1,0.0,0.1
à leur encontre,ADV,,,0.03,0.07,0.1
austro,ADV,,,0.02,0.07,0.09
criminellement,ADV,,,0.02,0.07,0.09
fameusement,ADV,,,0.02,0.07,0.09
ineffablement,ADV,,,0.02,0.07,0.09
inopportunément,ADV,,,0.02,0.07,0.09
irrespectueusement,ADV,,,0.02,0.07,0.09
moindrement,ADV,,,0.02,0.07,0.09
piu,ADV,,,0.02,0.07,0.09
quasi-inconnu,ADV,,,0.02,0.07,0.09
regrettablement,ADV,,,0.02,0.07,0.09
tête-bêche,ADV,,,0.02,0.07,0.09
vae victis,ADV,,,0.02,0.07,0.09
à notre encontre,ADV,,,0.02,0.07,0.09
aléatoirement,ADV,,,0.09,0.0,0.09
éthiquement,ADV,,,0.09,0.0,0.09
ab initio,ADV,,,0.01,0.07,0.08
acrobatiquement,ADV,,,0.01,0.07,0.08
analytiquement,ADV,,,0.01,0.07,0.08
architecturalement,ADV,,,0.01,0.07,0.08
arithmétiquement,ADV,,,0.01,0.07,0.08
artisanalement,ADV,,,0.01,0.07,0.08
cycliquement,ADV,,,0.01,0.07,0.08
diagonalement,ADV,,,0.01,0.07,0.08
droitement,ADV,,,0.01,0.07,0.08
expérimentalement,ADV,,,0.01,0.07,0.08
figurativement,ADV,,,0.01,0.07,0.08
fiscalement,ADV,,,0.01,0.07,0.08
frugalement,ADV,,,0.01,0.07,0.08
goutte,ADV,,,0.01,0.07,0.08
hygiéniquement,ADV,,,0.01,0.07,0.08
inimaginablement,ADV,,,0.01,0.07,0.08
intra muros,ADV,,,0.01,0.07,0.08
intra-muros,ADV,,,0.01,0.07,0.08
irrationnellement,ADV,,,0.01,0.07,0.08
l'une,ADV,,,0.01,0.07,0.08
linguistiquement,ADV,,,0.01,0.07,0.08
microscopiquement,ADV,,,0.01,0.07,0.08
morbidement,ADV,,,0.01,0.07,0.08
mornement,ADV,,,0.01,0.07,0.08
mélodieusement,ADV,,,0.01,0.07,0.08
météoriquement,ADV,,,0.01,0.07,0.08
nota bene,ADV,,,0.01,0.07,0.08
ousque,ADV,,,0.01,0.07,0.08
pakistano,ADV,,,0.01,0.07,0.08
più,ADV,,,0.01,0.07,0.08
plupart,ADV,,,0.01,0.07,0.08
publico,ADV,,,0.01,0.07,0.08
péjorativement,ADV,,,0.01,0.07,0.08
quanto,ADV,,,0.01,0.07,0.08
scolairement,ADV,,,0.01,0.07,0.08
sempiternellement,ADV,,,0.01,0.07,0.08
transversalement,ADV,,,0.01,0.07,0.08
trivialement,ADV,,,0.01,0.07,0.08
ultimement,ADV,,,0.01,0.07,0.08
vocalement,ADV,,,0.01,0.07,0.08
ab absurdo,ADV,,,0.0,0.07,0.07
acrimonieusement,ADV,,,0.0,0.07,0.07
ad limina,ADV,,,0.0,0.07,0.07
ad nutum,ADV,,,0.0,0.07,0.07
adagio,ADV,,,0.0,0.07,0.07
adonc,ADV,,,0.0,0.07,0.07
adoncques,ADV,,,0.0,0.07,0.07
aglagla,ADV,,,0.0,0.07,0.07
algébriquement,ADV,,,0.0,0.07,0.07
alter,ADV,,,0.0,0.07,0.07
altièrement,ADV,,,0.0,0.07,0.07
anachroniquement,ADV,,,0.0,0.07,0.07
anch'io son pittore,ADV,,,0.0,0.07,0.07
andante,ADV,,,0.0,0.07,0.07
approbativement,ADV,,,0.0,0.07,0.07
ardito,ADV,,,0.0,0.07,0.07
aristocratiquement,ADV,,,0.0,0.07,0.07
automatico,ADV,,,0.0,0.07,0.07
balistiquement,ADV,,,0.0,0.07,0.07
belliqueusement,ADV,,,0.0,0.07,0.07
besef,ADV,,,0.0,0.07,0.07
bonassement,ADV,,,0.0,0.07,0.07
bouffonnement,ADV,,,0.0,0.07,0.07
budgétairement,ADV,,,0.0,0.07,0.07
bulgaro,ADV,,,0.0,0.07,0.07
bureaucratiquement,ADV,,,0.0,0.07,0.07
bénignement,ADV,,,0.0,0.07,0.07
c'est-à-diree,ADV,,,0.0,0.07,0.07
calligraphiquement,ADV,,,0.0,0.07,0.07
canaillement,ADV,,,0.0,0.07,0.07
canoniquement,ADV,,,0.0,0.07,0.07
capitalement,ADV,,,0.0,0.07,0.07
cellulairement,ADV,,,0.0,0.07,0.07
chaotiquement,ADV,,,0.0,0.07,0.07
chevaleresquement,ADV,,,0.0,0.07,0.07
chimériquement,ADV,,,0.0,0.07,0.07
chouettement,ADV,,,0.0,0.07,0.07
chroniquement,ADV,,,0.0,0.07,0.07
chétivement,ADV,,,0.0,0.07,0.07
ci-contre,ADV,,,0.0,0.07,0.07
circulairement,ADV,,,0.0,0.07,0.07
coléreusement,ADV,,,0.0,0.07,0.07
conditionnellement,ADV,,,0.0,0.07,0.07
confraternellement,ADV,,,0.0,0.07,0.07
congrûment,ADV,,,0.0,0.07,0.07
conjugalement,ADV,,,0.0,0.07,0.07
contemplativement,ADV,,,0.0,0.07,0.07
conventuellement,ADV,,,0.0,0.07,0.07
coquinement,ADV,,,0.0,0.07,0.07
coupablement,ADV,,,0.0,0.07,0.07
coutumièrement,ADV,,,0.0,0.07,0.07
coûteusement,ADV,,,0.0,0.07,0.07
crucialement,ADV,,,0.0,0.07,0.07
cupidement,ADV,,,0.0,0.07,0.07
d'embléee,ADV,,,0.0,0.07,0.07
de auditu,ADV,,,0.0,0.07,0.07
decrescendo,ADV,,,0.0,0.07,0.07
didactiquement,ADV,,,0.0,0.07,0.07
dignus est intrare,ADV,,,0.0,0.07,0.07
disgracieusement,ADV,,,0.0,0.07,0.07
dispendieusement,ADV,,,0.0,0.07,0.07
domestiquement,ADV,,,0.0,0.07,0.07
douteusement,ADV,,,0.0,0.07,0.07
défectueusement,ADV,,,0.0,0.07,0.07
démographiquement,ADV,,,0.0,0.07,0.07
démoniaquement,ADV,,,0.0,0.07,0.07
désordonnément,ADV,,,0.0,0.07,0.07
détestablement,ADV,,,0.0,0.07,0.07
empiriquement,ADV,,,0.0,0.07,0.07
espièglement,ADV,,,0.0,0.07,0.07
et seq,ADV,,,0.0,0.07,0.07
euphoniquement,ADV,,,0.0,0.07,0.07
ex abrupto,ADV,,,0.0,0.07,0.07
exotiquement,ADV,,,0.0,0.07,0.07
expertement,ADV,,,0.0,0.07,0.07
expressivement,ADV,,,0.0,0.07,0.07
extra-muros,ADV,,,0.0,0.07,0.07
fadement,ADV,,,0.0,0.07,0.07
fantasquement,ADV,,,0.0,0.07,0.07
fantomatiquement,ADV,,,0.0,0.07,0.07
fastidieusement,ADV,,,0.0,0.07,0.07
fielleusement,ADV,,,0.0,0.07,0.07
flegmatiquement,ADV,,,0.0,0.07,0.07
fonctionnellement,ADV,,,0.0,0.07,0.07
fragilement,ADV,,,0.0,0.07,0.07
funestement,ADV,,,0.0,0.07,0.07
félinement,ADV,,,0.0,0.07,0.07
gauloisement,ADV,,,0.0,0.07,0.07
glauquement,ADV,,,0.0,0.07,0.07
gourmandement,ADV,,,0.0,0.07,0.07
grand-hâte,ADV,,,0.0,0.07,0.07
hasardeusement,ADV,,,0.0,0.07,0.07
hautainement,ADV,,,0.0,0.07,0.07
hiératiquement,ADV,,,0.0,0.07,0.07
humidement,ADV,,,0.0,0.07,0.07
hyperboliquement,ADV,,,0.0,0.07,0.07
hébraïquement,ADV,,,0.0,0.07,0.07
hémi,ADV,,,0.0,0.07,0.07
hérédo,ADV,,,0.0,0.07,0.07
illogiquement,ADV,,,0.0,0.07,0.07
impalpablement,ADV,,,0.0,0.07,0.07
imparablement,ADV,,,0.0,0.07,0.07
impardonnablement,ADV,,,0.0,0.07,0.07
impertinemment,ADV,,,0.0,0.07,0.07
impromptu,ADV,,,0.0,0.07,0.07
in anima vili,ADV,,,0.0,0.07,0.07
in vivo,ADV,,,0.0,0.07,0.07
inavouablement,ADV,,,0.0,0.07,0.07
inconcevablement,ADV,,,0.0,0.07,0.07
incorrigiblement,ADV,,,0.0,0.07,0.07
indescriptiblement,ADV,,,0.0,0.07,0.07
industrieusement,ADV,,,0.0,0.07,0.07
indécrottablement,ADV,,,0.0,0.07,0.07
ineffaçablement,ADV,,,0.0,0.07,0.07
ineptement,ADV,,,0.0,0.07,0.07
inespérément,ADV,,,0.0,0.07,0.07
inexpugnablement,ADV,,,0.0,0.07,0.07
infantilement,ADV,,,0.0,0.07,0.07
infectement,ADV,,,0.0,0.07,0.07
infinitésimalement,ADV,,,0.0,0.07,0.07
inglorieusement,ADV,,,0.0,0.07,0.07
ingratement,ADV,,,0.0,0.07,0.07
inimitablement,ADV,,,0.0,0.07,0.07
injurieusement,ADV,,,0.0,0.07,0.07
innombrablement,ADV,,,0.0,0.07,0.07
inoubliablement,ADV,,,0.0,0.07,0.07
insensément,ADV,,,0.0,0.07,0.07
insolitement,ADV,,,0.0,0.07,0.07
insoucieusement,ADV,,,0.0,0.07,0.07
instinctivo,ADV,,,0.0,0.07,0.07
intempestivement,ADV,,,0.0,0.07,0.07
interrogativement,ADV,,,0.0,0.07,0.07
inélégamment,ADV,,,0.0,0.07,0.07
jacqueline,ADV,,,0.0,0.07,0.07
lerch,ADV,,,0.0,0.07,0.07
longitudinalement,ADV,,,0.0,0.07,0.07
lorsque,ADV,,,0.0,0.07,0.07
malhabilement,ADV,,,0.0,0.07,0.07
malproprement,ADV,,,0.0,0.07,0.07
malsainement,ADV,,,0.0,0.07,0.07
mezza-voce,ADV,,,0.0,0.07,0.07
mignardement,ADV,,,0.0,0.07,0.07
miséricordieusement,ADV,,,0.0,0.07,0.07
miteusement,ADV,,,0.0,0.07,0.07
morosement,ADV,,,0.0,0.07,0.07
motu proprio,ADV,,,0.0,0.07,0.07
mutatis mutandis,ADV,,,0.0,0.07,0.07
narcissiquement,ADV,,,0.0,0.07,0.07
nigaudement,ADV,,,0.0,0.07,0.07
nimbo,ADV,,,0.0,0.07,0.07
non troppo,ADV,,,0.0,0.07,0.07
occultement,ADV,,,0.0,0.07,0.07
ombrageusement,ADV,,,0.0,0.07,0.07
on-line,ADV,,,0.07,0.0,0.07
onctueusement,ADV,,,0.0,0.07,0.07
oseraient,ADV,,,0.0,0.07,0.07
paillardement,ADV,,,0.0,0.07,0.07
passim,ADV,,,0.0,0.07,0.07
passionnellement,ADV,,,0.0,0.07,0.07
patriotiquement,ADV,,,0.0,0.07,0.07
persévéramment,ADV,,,0.0,0.07,0.07
picturalement,ADV,,,0.0,0.07,0.07
plausiblement,ADV,,,0.0,0.07,0.07
plein-air,ADV,,,0.0,0.07,0.07
prompto,ADV,,,0.0,0.07,0.07
prophétiquement,ADV,,,0.0,0.07,0.07
provincialement,ADV,,,0.0,0.07,0.07
publicitairement,ADV,,,0.0,0.07,0.07
pyramidalement,ADV,,,0.0,0.07,0.07
pécuniairement,ADV,,,0.0,0.07,0.07
pénardement,ADV,,,0.0,0.07,0.07
quasi-voisines,ADV,,,0.0,0.07,0.07
racisme,ADV,,,0.0,0.07,0.07
rarissimement,ADV,,,0.0,0.07,0.07
rinforzando,ADV,,,0.0,0.07,0.07
risiblement,ADV,,,0.0,0.07,0.07
rubato,ADV,,,0.0,0.07,0.07
salutairement,ADV,,,0.0,0.07,0.07
sardoniquement,ADV,,,0.0,0.07,0.07
sensationnellement,ADV,,,0.0,0.07,0.07
sensément,ADV,,,0.0,0.07,0.07
similairement,ADV,,,0.0,0.07,0.07
sinueusement,ADV,,,0.0,0.07,0.07
sociologiquement,ADV,,,0.0,0.07,0.07
somnambuliquement,ADV,,,0.0,0.07,0.07
sonorement,ADV,,,0.0,0.07,0.07
sostenuto,ADV,,,0.0,0.07,0.07
soyeusement,ADV,,,0.0,0.07,0.07
spécieusement,ADV,,,0.0,0.07,0.07
stablement,ADV,,,0.0,0.07,0.07
stalino,ADV,,,0.0,0.07,0.07
structuralement,ADV,,,0.0,0.07,0.07
subsidiairement,ADV,,,0.0,0.07,0.07
sufficit,ADV,,,0.0,0.07,0.07
suivant,ADV,,,0.0,0.07,0.07
superlativement,ADV,,,0.0,0.07,0.07
sénilement,ADV,,,0.0,0.07,0.07
talentueusement,ADV,,,0.0,0.07,0.07
tandis que,ADV,,,0.0,0.07,0.07
territorialement,ADV,,,0.0,0.07,0.07
thématiquement,ADV,,,0.0,0.07,0.07
triangulairement,ADV,,,0.0,0.07,0.07
ultimo,ADV,,,0.0,0.07,0.07
vae soli,ADV,,,0.0,0.07,0.07
vaniteusement,ADV,,,0.0,0.07,0.07
venimeusement,ADV,,,0.0,0.07,0.07
vindicativement,ADV,,,0.0,0.07,0.07
virginalement,ADV,,,0.0,0.07,0.07
viscéralement,ADV,,,0.07,0.0,0.07
vitement,ADV,,,0.0,0.07,0.07
à cropetons,ADV,,,0.0,0.07,0.07
à giorno,ADV,,,0.0,0.07,0.07
à glagla,ADV,,,0.0,0.07,0.07
à la daumont,ADV,,,0.0,0.07,0.07
électoralement,ADV,,,0.0,0.07,0.07
ad infinitum,ADV,,,0.05,0.0,0.05
in utero,ADV,,,0.05,0.0,0.05
in vino veritas,ADV,,,0.05,0.0,0.05
inconditionnellement,ADV,,,0.05,0.0,0.05
phénoménalement,ADV,,,0.05,0.0,0.05
structurellement,ADV,,,0.05,0.0,0.05
sélectivement,ADV,,,0.05,0.0,0.05
é,ADV,,,0.05,0.0,0.05
de plano,ADV,,,0.04,0.0,0.04
ore,ADV,,,0.04,0.0,0.04
subconsciemment,ADV,,,0.04,0.0,0.04
supposément,ADV,,,0.04,0.0,0.04
tout-fait,ADV,,,0.04,0.0,0.04
trimestriellement,ADV,,,0.04,0.0,0.04
adéquatement,ADV,,,0.03,0.0,0.03
bilatéralement,ADV,,,0.03,0.0,0.03
chouette,ADV,,,0.03,0.0,0.03
compulsivement,ADV,,,0.03,0.0,0.03
emmi,ADV,,,0.03,0.0,0.03
ex-petit,ADV,,,0.03,0.0,0.03
géologiquement,ADV,,,0.03,0.0,0.03
impoliment,ADV,,,0.03,0.0,0.03
item,ADV,,,0.03,0.0,0.03
magico,ADV,,,0.03,0.0,0.03
mezzo,ADV,,,0.03,0.0,0.03
monumentalement,ADV,,,0.03,0.0,0.03
morpho,ADV,,,0.03,0.0,0.03
nippo,ADV,,,0.03,0.0,0.03
pasque,ADV,,,0.03,0.0,0.03
piètrement,ADV,,,0.03,0.0,0.03
sitcom,ADV,,,0.03,0.0,0.03
théologiquement,ADV,,,0.03,0.0,0.03
zig-zig,ADV,,,0.03,0.0,0.03
astronomiquement,ADV,,,0.02,0.0,0.02
bestialement,ADV,,,0.02,0.0,0.02
biochimiquement,ADV,,,0.02,0.0,0.02
canado,ADV,,,0.02,0.0,0.02
cosmiquement,ADV,,,0.02,0.0,0.02
diminuendo,ADV,,,0.02,0.0,0.02
dixièmement,ADV,,,0.02,0.0,0.02
drastiquement,ADV,,,0.02,0.0,0.02
débilement,ADV,,,0.02,0.0,0.02
illégitimement,ADV,,,0.02,0.0,0.02
in absentia,ADV,,,0.02,0.0,0.02
intra,ADV,,,0.02,0.0,0.02
neurologiquement,ADV,,,0.02,0.0,0.02
oisivement,ADV,,,0.02,0.0,0.02
ontologiquement,ADV,,,0.02,0.0,0.02
ostinato,ADV,,,0.02,0.0,0.02
quasi-instantanée,ADV,,,0.02,0.0,0.02
à la saint-glinglin,ADV,,,0.02,0.0,0.02
à ton encontre,ADV,,,0.02,0.0,0.02
ahou,ADV,,,0.01,0.0,0.01
alerte,ADV,,,0.01,0.0,0.01
anthropologiquement,ADV,,,0.01,0.0,0.01
anticonstitutionnellement,ADV,,,0.01,0.0,0.01
astrologiquement,ADV,,,0.01,0.0,0.01
autoritairement,ADV,,,0.01,0.0,0.01
bon-cadeaux,ADV,,,0.01,0.0,0.01
botaniquement,ADV,,,0.01,0.0,0.01
boudi,ADV,,,0.01,0.0,0.01
caf,ADV,,,0.01,0.0,0.01
classico,ADV,,,0.01,0.0,0.01
conceptuellement,ADV,,,0.01,0.0,0.01
demi-pas,ADV,,,0.01,0.0,0.01
désastreusement,ADV,,,0.01,0.0,0.01
ecsta,ADV,,,0.01,0.0,0.01
ethniquement,ADV,,,0.01,0.0,0.01
harmoniquement,ADV,,,0.01,0.0,0.01
hélico,ADV,,,0.01,0.0,0.01
il,ADV,,,0.01,0.0,0.01
illicitement,ADV,,,0.01,0.0,0.01
in vitro,ADV,,,0.01,0.0,0.01
inadéquatement,ADV,,,0.01,0.0,0.01
km,ADV,,,0.01,0.0,0.01
legato,ADV,,,0.01,0.0,0.01
linéairement,ADV,,,0.01,0.0,0.01
marginalement,ADV,,,0.01,0.0,0.01
militaro,ADV,,,0.01,0.0,0.01
mièvrement,ADV,,,0.01,0.0,0.01
mn,ADV,,,0.01,0.0,0.01
méprisamment,ADV,,,0.01,0.0,0.01
nominalement,ADV,,,0.01,0.0,0.01
octavo,ADV,,,0.01,0.0,0.01
originalement,ADV,,,0.01,0.0,0.01
paléo,ADV,,,0.01,0.0,0.01
paraboliquement,ADV,,,0.01,0.0,0.01
pas-je,ADV,,,0.01,0.0,0.01
pile-poil,ADV,,,0.01,0.0,0.01
play,ADV,,,0.01,0.0,0.01
pragmatiquement,ADV,,,0.01,0.0,0.01
privément,ADV,,,0.01,0.0,0.01
préférablement,ADV,,,0.01,0.0,0.01
quasi-débutant,ADV,,,0.01,0.0,0.01
quasi-maximum,ADV,,,0.01,0.0,0.01
quater,ADV,,,0.01,0.0,0.01
révolutionnairement,ADV,,,0.01,0.0,0.01
semestriellement,ADV,,,0.01,0.0,0.01
sexto,ADV,,,0.01,0.0,0.01
sixièmement,ADV,,,0.01,0.0,0.01
spatialement,ADV,,,0.01,0.0,0.01
sphériquement,ADV,,,0.01,0.0,0.01
stricto sensu,ADV,,,0.01,0.0,0.01
subjectivement,ADV,,,0.01,0.0,0.01
synthétiquement,ADV,,,0.01,0.0,0.01
séquentiellement,ADV,,,0.01,0.0,0.01
transitoirement,ADV,,,0.01,0.0,0.01
triplement,ADV,,,0.01,0.0,0.01
télépathiquement,ADV,,,0.01,0.0,0.01
upas,ADV,,,0.01,0.0,0.01
valeureusement,ADV,,,0.01,0.0,0.01
vélocement,ADV,,,0.01,0.0,0.01
écologiquement,ADV,,,0.01,0.0,0.01
